VIN (1-10);County;City;State;Postal Code;Model Year;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract
JA4J24A54K;Whitman;Pullman;WA;99163;2019;110;2;3;22;0;9;256177120;POINT (-117.18147 46.73015);AVISTA CORP;5307420601
5YJSA1E17F;Skagit;Mount Vernon;WA;98274;2015;132;1;1;208;0;10;223330852;POINT (-122.32295 48.4152);PUGET SOUND ENERGY INC;53057951200
5YJ3E1EB8J;Snohomish;Lynnwood;WA;98087;2018;131;1;1;215;0;21;110064552;POINT (-122.27981 47.85727);PUGET SOUND ENERGY INC;53061042004
JTMFB3FV3R;Snohomish;Snohomish;WA;98290;2024;141 PRIME;2;1;42;0;44;258349892;POINT (-122.09305 47.91265);PUGET SOUND ENERGY INC;53061052607
JTDKN3DP1D;Walla Walla;College Place;WA;99324;2013;139;2;3;6;0;16;348887024;POINT (-118.38864 46.03456);PACIFICORP;53071920302
5YJ3E1EA0J;Kitsap;Port Orchard;WA;98366;2018;131;1;1;215;0;26;186727866;POINT (-122.63847 47.54103);PUGET SOUND ENERGY INC;53035092600
7SAYGDEE6P;Snohomish;Bothell;WA;98021;2023;134;1;2;0;0;1;249885226;POINT (-122.18384 47.8031);PUGET SOUND ENERGY INC;53061051937
1C4RJXN65R;Skagit;Anacortes;WA;98221;2024;74;2;3;21;0;40;263223852;POINT (-122.61214 48.51748);PUGET SOUND ENERGY INC;53057940403
WA1G2AFYXN;Kittitas;Cle Elum;WA;98922;2022;9;2;3;23;0;13;202194478;POINT (-120.93943 47.195);PUGET SOUND ENERGY INC;53037975201
5YJSA1AG1D;Grant;Othello;WA;99344;2013;132;1;1;208;69900;13;109161790;POINT (-119.1742 46.82616);PUD NO 2 OF GRANT COUNTY;53025011401
1G1FY6S06L;Chelan;Wenatchee;WA;98801;2020;35;1;1;259;0;12;149256796;POINT (-120.30522 47.41494);PUD NO 1 OF CHELAN COUNTY;53007961002
JN1AZ0CP5C;Stevens;Colville;WA;99114;2012;113;1;1;73;0;7;153331706;POINT (-117.90454 48.54657);AVISTA CORP;53065950200
5YJ3E1EC0N;Snohomish;Bothell;WA;98012;2022;131;1;2;0;0;1;196057256;POINT (-122.21061 47.83448);PUGET SOUND ENERGY INC;53061052009
JTDKARFP9H;Snohomish;Bothell;WA;98021;2017;140;2;3;25;0;1;108794451;POINT (-122.18384 47.8031);PUGET SOUND ENERGY INC;53061051926
1N4BZ0CP0H;Thurston;Olympia;WA;98512;2017;113;1;1;107;0;35;127383784;POINT (-122.9131 47.01359);PUGET SOUND ENERGY INC;53067011821
5YJYGDEF1L;Snohomish;Bothell;WA;98012;2020;134;1;1;291;0;1;109805566;POINT (-122.21061 47.83448);PUGET SOUND ENERGY INC;53061051935
5YJ3E1EB7J;Snohomish;Monroe;WA;98272;2018;131;1;1;215;0;39;473622845;POINT (-121.98087 47.8526);PUGET SOUND ENERGY INC;53061052113
JN1AZ0CP1C;Thurston;Yelm;WA;98597;2012;113;1;1;73;0;20;242633380;POINT (-122.60735 46.94239);PUGET SOUND ENERGY INC;53067012510
5YJSA1DP9D;Thurston;Yelm;WA;98597;2013;132;1;1;208;69900;20;159514330;POINT (-122.60735 46.94239);PUGET SOUND ENERGY INC;53067012510
JTJHKCFZ7R;Snohomish;Bothell;WA;98012;2024;85;2;1;37;0;1;267680542;POINT (-122.21061 47.83448);PUGET SOUND ENERGY INC;53061052107
1N4AZ0CP3D;King;Renton;WA;98058;2013;113;1;1;75;0;11;263423940;POINT (-122.08747 47.4466);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033031906
1FADP5CU2E;Island;Greenbank;WA;98253;2014;46;2;3;19;0;10;261607769;POINT (-122.56817 48.08827);PUGET SOUND ENERGY INC;53029971302
1G1FY6S08K;Whitman;Palouse;WA;99161;2019;35;1;1;238;0;9;478751857;POINT (-117.0768 46.91008);AVISTA CORP;5307420700
2C4RC1N72P;Grant;Moses Lake;WA;98837;2023;40;2;1;32;0;13;275122970;POINT (-119.2771 47.13196);PUD NO 2 OF GRANT COUNTY;53025011001
5YJXCBE21J;King;Redmond;WA;98052;2018;133;1;1;238;0;45;256698613;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032322
1N4AZ1CP2J;Snohomish;Everett;WA;98208;2018;113;1;1;151;0;44;288268921;POINT (-122.18637 47.89251);PUGET SOUND ENERGY INC;53061041609
5UXTA6C04N;Chelan;Chelan;WA;98816;2022;27;2;1;30;0;12;179454957;POINT (-120.01454 47.83985);PUD NO 1 OF CHELAN COUNTY;53007960301
5YJSA1E21G;Skagit;Mount Vernon;WA;98274;2016;132;1;1;210;0;10;8004671;POINT (-122.32295 48.4152);PUGET SOUND ENERGY INC;53057951200
5YJ3E1EA9L;Snohomish;Marysville;WA;98270;2020;131;1;1;266;0;39;2317661;POINT (-122.1769 48.06114);PUGET SOUND ENERGY INC;53061052709
WA1E2AFY2P;Snohomish;Edmonds;WA;98020;2023;9 E;2;3;23;0;21;227525203;POINT (-122.37689 47.81116);PUGET SOUND ENERGY INC;53061050403
KNDJ26AE3G;Snohomish;Lynnwood;WA;98036;2016;80;1;1;93;31950;1;195123932;POINT (-122.29245 47.82557);PUGET SOUND ENERGY INC;53061051932
5YJ3E1EC4L;King;Fall City;WA;98024;2020;131;1;1;308;0;5;3661675;POINT (-121.89086 47.56812);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032221
1G1FZ6S01L;Snohomish;Lake Stevens;WA;98258;2020;35;1;1;259;0;44;138313241;POINT (-122.06402 48.01497);PUGET SOUND ENERGY INC;53061052605
5YJXCAE25G;Skagit;Bow;WA;98232;2016;133;1;1;200;0;40;265714445;POINT (-122.397 48.56045);PUGET SOUND ENERGY INC;53057950802
5YJ3E1EB2J;Island;Clinton;WA;98236;2018;131;1;1;215;0;10;297378315;POINT (-122.35803 47.9796);PUGET SOUND ENERGY INC;53029972100
2C4RC1N73L;Snohomish;Lake Stevens;WA;98258;2020;40;2;1;32;0;44;127490086;POINT (-122.06402 48.01497);PUGET SOUND ENERGY INC;53061052604
1N4AZ1CP3J;Island;Oak Harbor;WA;98277;2018;113;1;1;151;0;10;442670168;POINT (-122.64682 48.29077);PUGET SOUND ENERGY INC;53029970401
5YJ3E1EB6L;Yakima;Yakima;WA;98908;2020;131;1;1;322;0;14;251291386;POINT (-120.60272 46.59656);PACIFICORP;53077000903
1N4AZ0CP8D;Skagit;Anacortes;WA;98221;2013;113;1;1;75;0;40;148838140;POINT (-122.61214 48.51748);PUGET SOUND ENERGY INC;53057940700
1G1FZ6S04L;Skagit;Mount Vernon;WA;98274;2020;35;1;1;259;0;10;261987589;POINT (-122.32295 48.4152);PUGET SOUND ENERGY INC;53057951200
5YJ3E1EB8J;Snohomish;Lynnwood;WA;98037;2018;131;1;1;215;0;21;251454745;POINT (-122.27734 47.83785);PUGET SOUND ENERGY INC;53061051928
1C4JJXP61M;Kitsap;Poulsbo;WA;98370;2021;74;2;3;25;0;23;172819517;POINT (-122.64681 47.73689);PUGET SOUND ENERGY INC;53035090501
5YJ3E1EA0J;Skagit;Mount Vernon;WA;98274;2018;131;1;1;215;0;10;204216344;POINT (-122.32295 48.4152);PUGET SOUND ENERGY INC;53057952600
5YJ3E1EA1K;Snohomish;Lynnwood;WA;98087;2019;131;1;1;220;0;21;233665736;POINT (-122.27981 47.85727);PUGET SOUND ENERGY INC;53061041812
KNDPZDDHXR;Skagit;Anacortes;WA;98221;2024;82;2;1;34;0;40;271763922;POINT (-122.61214 48.51748);PUGET SOUND ENERGY INC;53057940201
1N4AZ0CP8F;Snohomish;Mountlake Terrace;WA;98043;2015;113;1;1;84;0;1;236648275;POINT (-122.31111 47.78803);PUGET SOUND ENERGY INC;53061051200
5YJYGDEF1L;Spokane;Spokane;WA;99203;2020;134;1;1;291;0;3;153892448;POINT (-117.39322 47.63374);MODERN ELECTRIC WATER COMPANY;5306300442
5YJXCBE24L;Walla Walla;Walla Walla;WA;99362;2020;133;1;1;293;0;16;220561386;POINT (-118.34261 46.07068);PACIFICORP;53071920200
5YJ3E1EA6K;Walla Walla;Walla Walla;WA;99362;2019;131;1;1;220;0;16;236222892;POINT (-118.34261 46.07068);PACIFICORP;53071920802
WA1E2AFY0R;Snohomish;Edmonds;WA;98020;2024;9 E;2;3;23;0;21;273908883;POINT (-122.37689 47.81116);PUGET SOUND ENERGY INC;53061050501
5YJ3E1EB5L;Snohomish;Everett;WA;98203;2020;131;1;1;322;0;38;249805902;POINT (-122.23019 47.94949);PUGET SOUND ENERGY INC;53061041304
KNDCE3LG8K;Kitsap;Suquamish;WA;98392;2019;77;1;1;239;0;23;478713336;POINT (-122.55242 47.73162);PUGET SOUND ENERGY INC;53035940100
KNDJ26AE6F;Thurston;Olympia;WA;98506;2015;80;1;1;93;0;22;230289853;POINT (-122.87741 47.05997);PUGET SOUND ENERGY INC;53067012100
1N4AZ0CP1D;Thurston;Tumwater;WA;98512;2013;113;1;1;75;0;22;188128825;POINT (-122.9131 47.01359);PUGET SOUND ENERGY INC;53067010920
KNDRJDJH9S;Snohomish;Lynnwood;WA;98037;2025;79;2;1;30;0;32;267355553;POINT (-122.27734 47.83785);PUGET SOUND ENERGY INC;53061051602
WBY1Z2C59F;Snohomish;Lynnwood;WA;98037;2015;20;1;1;81;0;32;208518453;POINT (-122.27734 47.83785);PUGET SOUND ENERGY INC;53061051602
5YJYGDEE9L;Skagit;Anacortes;WA;98221;2020;134;1;1;291;0;40;121817706;POINT (-122.61214 48.51748);PUGET SOUND ENERGY INC;53057940403
3C3CFFGE3H;King;Seattle;WA;98119;2017;42;1;1;84;0;36;126065327;POINT (-122.3684 47.64586);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006900
JTJHKCFZ5N;Snohomish;Lake Stevens;WA;98258;2022;85;2;1;37;0;44;254850788;POINT (-122.06402 48.01497);PUGET SOUND ENERGY INC;53061052604
5YJ3E1EB0J;Thurston;Olympia;WA;98501;2018;131;1;1;215;0;22;266755289;POINT (-122.89166 47.03956);PUGET SOUND ENERGY INC;53067010300
5YJYGDEE8L;Snohomish;Edmonds;WA;98020;2020;134;1;1;291;0;21;124585835;POINT (-122.37689 47.81116);PUGET SOUND ENERGY INC;53061050502
1G1FY6S0XL;Snohomish;Edmonds;WA;98020;2020;35;1;1;259;0;32;264674931;POINT (-122.37689 47.81116);PUGET SOUND ENERGY INC;53061050700
1N4AZ1CP3J;Snohomish;Edmonds;WA;98020;2018;113;1;1;151;0;21;304576373;POINT (-122.37689 47.81116);PUGET SOUND ENERGY INC;53061050402
5YJ3E1EB6K;Snohomish;Edmonds;WA;98026;2019;131;1;1;220;0;32;120515020;POINT (-122.31768 47.87166);PUGET SOUND ENERGY INC;53061050800
1N4BZ0CP1G;Skagit;Concrete;WA;98237;2016;113;1;1;84;0;39;155491024;POINT (-121.7515 48.53892);PUGET SOUND ENERGY INC;53057951102
WA1E2AFY8M;Thurston;Olympia;WA;98513;2021;9 E;2;3;18;0;2;213605850;POINT (-122.81754 46.98876);PUGET SOUND ENERGY INC;53067012331
1N4AZ0CP6F;Snohomish;Bothell;WA;98021;2015;113;1;1;84;0;1;126497752;POINT (-122.18384 47.8031);PUGET SOUND ENERGY INC;53061051917
5YJ3E1ECXL;Thurston;Yelm;WA;98597;2020;131;1;1;308;0;2;3486507;POINT (-122.60735 46.94239);PUGET SOUND ENERGY INC;53067012421
1N4AZ0CPXE;Thurston;Olympia;WA;98513;2014;113;1;1;84;0;2;147204424;POINT (-122.81754 46.98876);PUGET SOUND ENERGY INC;53067012332
5YJ3E1EB7K;Grant;Quincy;WA;98848;2019;131;1;1;220;0;13;319706103;POINT (-119.85338 47.23748);PUD NO 2 OF GRANT COUNTY;5302501042
WA1VABGE2K;Snohomish;Edmonds;WA;98026;2019;5;1;1;204;0;32;251118227;POINT (-122.31768 47.87166);PUGET SOUND ENERGY INC;53061050900
WAUSPBFF7J;Thurston;Lacey;WA;98516;2018;3;2;3;16;0;22;220650146;POINT (-122.75103 47.08149);PUGET SOUND ENERGY INC;53067012221
YV4BC0PK0G;Chelan;Manson;WA;98831;2016;155;2;3;13;0;12;117290120;POINT (-120.16034 47.8854);PUD NO 1 OF CHELAN COUNTY;53007960400
KNDC4DLC4N;Douglas;Orondo;WA;98843;2022;75;1;2;0;0;12;219276592;POINT (-120.22795 47.62352);PUD NO 1 OF DOUGLAS COUNTY;53017950101
WVGGNPE22N;King;Seattle;WA;98178;2022;146;1;2;0;0;37;211186657;POINT (-122.23825 47.49461);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033011901
1V2WNPE88P;King;Seattle;WA;98117;2023;146;1;2;0;0;36;266065712;POINT (-122.38418 47.70044);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033003000
JTMABABA7R;Kitsap;Bainbridge Island;WA;98110;2024;129;1;2;0;0;23;267613657;POINT (-122.521 47.62728);PUGET SOUND ENERGY INC;53035090700
7SAYGDEE7R;King;Kirkland;WA;98033;2024;134;1;2;0;0;45;267723886;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022603
5YJYGDEE7M;King;Renton;WA;98059;2021;134;1;2;0;0;11;176302234;POINT (-122.15734 47.48718);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025101
1G1FX6S09J;King;Seattle;WA;98144;2018;35;1;1;238;0;11;315285771;POINT (-122.30866 47.57874);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033009300
7SAYGAEE1P;King;Kirkland;WA;98034;2023;134;1;2;0;0;45;238620028;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022603
5YJSA1S22F;King;Renton;WA;98056;2015;132;1;1;208;0;41;205098421;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025304
5YJ3E1EA9K;King;Bellevue;WA;98006;2019;131;1;1;220;0;41;207192891;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024701
5YJ3E1EB5P;King;Kent;WA;98032;2023;131;1;2;0;0;33;258310748;POINT (-122.23741 47.3807);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029203
5YJ3E1EA7L;King;Auburn;WA;98002;2020;131;1;1;266;0;47;111612301;POINT (-122.22285 47.30507);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033030503
JN1CF0BB9R;King;Kenmore;WA;98028;2024;112;1;2;0;0;46;272100349;POINT (-122.24369 47.75892);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022101
WVWKP7AU2F;King;Seattle;WA;98112;2015;144;1;1;83;0;43;294612699;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006400
3FA6P0SUXH;Clark;Camas;WA;98607;2017;50;2;3;21;0;18;133891656;POINT (-122.40199 45.58694);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040610
5YJ3E1EA1J;King;Federal Way;WA;98023;2018;131;1;1;215;0;30;189409804;POINT (-122.36321 47.3084);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033030310
KM8KRDAF2P;Snohomish;Lake Stevens;WA;98258;2023;63 5;1;2;0;0;44;249979299;POINT (-122.06402 48.01497);PUGET SOUND ENERGY INC;53061052706
1N4AZ1CP4J;King;Duvall;WA;98019;2018;113;1;1;151;0;45;280969027;POINT (-121.98609 47.74068);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032401
WBY7Z8C59J;Kitsap;Bremerton;WA;98310;2018;20;2;1;97;0;23;474007551;POINT (-122.61136 47.5752);PUGET SOUND ENERGY INC;53035080400
KL8CL6S03F;Kitsap;Bremerton;WA;98311;2015;38;1;1;82;0;23;293823701;POINT (-122.60915 47.62631);PUGET SOUND ENERGY INC;5303509142
YV4H60DA9P;Thurston;Olympia;WA;98506;2023;154;2;1;35;0;22;256163148;POINT (-122.87741 47.05997);PUGET SOUND ENERGY INC;53067010200
7SAYGDEE9P;Cowlitz;Longview;WA;98632;2023;134;1;2;0;0;19;252534159;POINT (-122.95058 46.14681);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;5301420802
5YJ3E1EA4J;King;Bothell;WA;98011;2018;131;1;1;215;0;1;199712537;POINT (-122.20563 47.76144);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033021802
1N4BZ0CP5G;King;Bothell;WA;98011;2016;113;1;1;84;0;1;121846693;POINT (-122.20563 47.76144);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022001
1N4AZ1CP9J;King;Kirkland;WA;98034;2018;113;1;1;151;0;45;172852179;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022003
3FMTK3SU28;Jefferson;Port Ludlow;WA;98365;2021;51;1;2;0;0;24;192447314;POINT (-122.68475 47.92989);BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY;53031950302
5YJSA1E58M;King;Kirkland;WA;98034;2021;132;1;2;0;0;1;275632045;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022203
5YJ3E1EB4P;King;Kirkland;WA;98034;2023;131;1;2;0;0;45;269289401;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033021905
5YJYGAEE28;King;Renton;WA;98056;2021;134;1;2;0;0;41;166441481;POINT (-122.1805 47.4206);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033025304
KNDCE3LG2L;King;Seattle;WA;98199;2020;77;1;1;239;0;36;144096956;POINT (-122.40092 47.65908);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033005600
WP1AE2AY6K;King;Kirkland;WA;98034;2019;117;2;3;13;0;1;9480845;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022203
5YJSA1E20J;King;Medina;WA;98039;2018;132;1;1;249;0;48;185134953;POINT (-122.23892 47.61613);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033024200
5YJYGDEE0L;King;Burien;WA;98146;2020;134;1;1;291;0;34;113002305;POINT (-122.36178 47.49408);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033026700
5YJXCBE26M;King;Shoreline;WA;98133;2021;133;1;2;0;0;32;134896478;POINT (-122.35029 47.71871);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033021000
5YJ3E1EC0N;King;Lake Forest Park;WA;98155;2022;131;1;2;0;0;46;194687076;POINT (-122.3175 47.75781);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033021300
7SAYGDEEXP;Kitsap;Bremerton;WA;98312;2023;134;1;2;0;0;35;245890984;POINT (-122.6563 47.56739);PUGET SOUND ENERGY INC;53035091301
5UXTA6C03N;King;Bellevue;WA;98004;2022;27;2;1;30;0;48;260662587;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023806
5YJ3E1EA0P;King;Seattle;WA;98109;2023;131;1;2;0;0;36;228652497;POINT (-122.35022 47.63824);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006703
5YJ3E1EA6R;King;Bellevue;WA;98004;2024;131;1;2;0;0;48;271946097;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024002
1FT6W5L79R;King;Seattle;WA;98115;2024;48;1;2;0;0;46;272115770;POINT (-122.31676 47.68156);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033002000
5YJYGDEE3M;Clark;Vancouver;WA;98685;2021;134;1;2;0;0;18;151062530;POINT (-122.70303 45.70954);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040909
7SAYGDEE0R;King;Bellevue;WA;98004;2024;134;1;2;0;0;48;271109968;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023806
7SAYGDEE4P;King;Seattle;WA;98125;2023;134;1;2;0;0;46;265997784;POINT (-122.30253 47.72656);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033000201
1V2CMPE86P;Yakima;Yakima;WA;98908;2023;146;1;2;0;0;14;236555266;POINT (-120.60272 46.59656);PACIFICORP;53077002801
1G1FY6S01P;King;Seattle;WA;98103;2023;34;1;2;0;0;43;254957328;POINT (-122.35436 47.67596);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);5303300342
KNDC3DLC6N;Clark;Vancouver;WA;98664;2022;75;1;2;0;0;49;199493262;POINT (-122.59219 45.62158);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041205
5YJSA1E6XN;King;Bothell;WA;98011;2022;132;1;2;0;0;1;208788737;POINT (-122.20563 47.76144);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022001
3FMTK1R42R;King;Kirkland;WA;98033;2024;51;1;2;0;0;48;270036217;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022603
1FTBW9CK0N;Kitsap;Bainbridge Island;WA;98110;2022;53;1;2;0;0;23;267904815;POINT (-122.521 47.62728);PUGET SOUND ENERGY INC;53035090700
JTDKAMFP9N;Thurston;Olympia;WA;98501;2022;140;2;3;25;0;22;274179755;POINT (-122.89166 47.03956);PUGET SOUND ENERGY INC;53067010100
1G1RA6S52H;King;Seattle;WA;98125;2017;39;2;1;53;0;46;348536996;POINT (-122.30253 47.72656);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033002200
7SAYGDEE0P;King;Seattle;WA;98125;2023;134;1;2;0;0;46;244512936;POINT (-122.30253 47.72656);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033000101
JTMEB3FV7M;King;Kirkland;WA;98034;2021;141 PRIME;2;1;42;0;1;161666928;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022300
5YJ3E1EA7J;King;Seattle;WA;98112;2018;131;1;1;215;0;43;249440712;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006400
5YJ3E1EA4P;King;Seattle;WA;98122;2023;131;1;2;0;0;43;235678061;POINT (-122.31009 47.60803);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007503
1G1FY6S07N;Kitsap;Port Orchard;WA;98366;2022;34;1;2;0;0;26;209946439;POINT (-122.63847 47.54103);PUGET SOUND ENERGY INC;53035092600
7SAYGDEEXR;King;Redmond;WA;98052;2024;134;1;2;0;0;45;270138200;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022605
7SAYGDEFXP;King;Tukwila;WA;98178;2023;134;1;2;0;0;11;261025999;POINT (-122.23825 47.49461);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033026300
5YJ3E1EA6J;King;Kirkland;WA;98033;2018;131;1;1;215;0;48;334287607;POINT (-122.2066 47.67887);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022604
7SAYGDEE4P;Snohomish;Bothell;WA;98012;2023;134;1;2;0;0;21;239694157;POINT (-122.21061 47.83448);PUGET SOUND ENERGY INC;53061051922
7SAYGAEE8P;King;Bothell;WA;98011;2023;134;1;2;0;0;1;221558928;POINT (-122.20563 47.76144);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033021905
7SAYGAEE8P;Snohomish;Everett;WA;98208;2023;134;1;2;0;0;44;235882524;POINT (-122.18637 47.89251);PUGET SOUND ENERGY INC;53061041701
1N4BZ0CP7H;King;Seattle;WA;98122;2017;113;1;1;107;0;37;198565951;POINT (-122.31009 47.60803);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033007700
5YJSA1AGXD;King;Kirkland;WA;98034;2013;132;1;1;208;69900;45;144762656;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022005
5YJ3E1ET9R;King;Kirkland;WA;98034;2024;131;1;2;0;0;45;268578537;POINT (-122.22901 47.72201);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022603
1N4AZ0CP1F;King;Seattle;WA;98177;2015;113;1;1;84;0;36;196135943;POINT (-122.36498 47.72238);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033001400
JA4T5WA92R;Kitsap;Bremerton;WA;98310;2024;110;2;1;38;0;23;266825387;POINT (-122.61136 47.5752);PUGET SOUND ENERGY INC;53035080400
7SAYGDEEXP;Snohomish;Everett;WA;98204;2023;134;1;2;0;0;21;259893609;POINT (-122.27557 47.88936);PUGET SOUND ENERGY INC;53061041901
1G1FZ6S02N;King;Seattle;WA;98112;2022;34;1;2;0;0;43;223498565;POINT (-122.30207 47.64085);136 OF SEATTLE - (WA)|136 OF TACOMA - (WA);53033006400
5YJ3E1E3P;King;Kent;WA;98031;2023;131;1;2;0;0;47;235202138;POINT (-122.17743 47.41185);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033029406
1G1FY6S06P;Clark;Battle Ground;WA;98604;2023;34;1;2;0;0;17;229214268;POINT (-122.5331 45.78092);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040408
5YJXCAE42L;King;Bellevue;WA;98006;2020;133;1;1;289;0;41;126011819;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302421
5YJSA1E25J;King;Bellevue;WA;98006;2018;132;1;1;249;0;41;134345102;POINT (-122.12096 47.55584);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);5303302426
JTMABACA9R;Kitsap;Silverdale;WA;98383;2024;137;1;2;0;0;23;265907904;POINT (-122.69275 47.65171);PUGET SOUND ENERGY INC;53035091205
5YJ3E1EA9L;King;Redmond;WA;98052;2020;131;1;1;266;0;45;105014563;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032330
7SAYGDEE4P;King;Beaux Arts;WA;98004;2023;134;1;2;0;0;48;257944193;POINT (-122.1872 47.61001);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033024001
W1KCG4EB9P;Snohomish;Edmonds;WA;98026;2023;100;1;2;0;0;21;261785660;POINT (-122.31768 47.87166);PUGET SOUND ENERGY INC;53061042004
7FCTGAA3N;Clark;Battle Ground;WA;98604;2022;123;1;2;0;0;17;217183788;POINT (-122.5331 45.78092);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040408
7SAYGAEE6R;King;Duvall;WA;98019;2024;134;1;2;0;0;45;273804828;POINT (-121.98609 47.74068);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032401
KNDCR3L15R;King;Bellevue;WA;98007;2024;77;1;2;0;0;41;257435286;POINT (-122.12056 47.61334);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033023401
WBA7W4C07L;Snohomish;Lynnwood;WA;98087;2020;18;2;3;16;0;21;255369957;POINT (-122.27981 47.85727);PUGET SOUND ENERGY INC;53061041901
KM8K53AG28;King;Bothell;WA;98011;2021;67 ELECTRIC;1;2;0;0;1;271604609;POINT (-122.20563 47.76144);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033022001
5YJYGDEE8M;King;Redmond;WA;98052;2021;134;1;2;0;0;45;144764063;POINT (-122.13158 47.67858);PUGET SOUND ENERGY INC||136 OF TACOMA - (WA);53033032321
